country_code,year,compulsory_education_duration,education_expenditure_gdp_rate,literacy_rate,completion_rate,region,income_group,country_name,learning_outcome,gdppc,population,education_spent
URY,2000,9.0,2.42254996299744,96.7818069458008,26.241084098815946,Latin America & Caribbean,High income,Uruguay,,13050.0639,3245.764333,316.1443181805923
USA,2000,12.0,,,68.8600425720215,North America,High income,United States,512.19865,45886.4705,282737.8522,
UZB,2000,11.0,,98.642578125,,Europe & Central Asia,Lower middle income,Uzbekistan,,4667.2599,25041.64535,
VCT,2000,,7.91378021240234,95.6321563720703,9.60000038146973,Latin America & Caribbean,Upper middle income,St. Vincent and the Grenadines,,,,
VEN,2000,14.0,5.00603008270264,89.8252487182617,17.768394947052002,Latin America & Caribbean,Lower middle income,"Venezuela, RB",,13992.6088,23620.62622,707.3159071486859
VGB,2000,12.0,7.24023008346558,,55.5467796325684,Latin America & Caribbean,High income,British Virgin Islands,,,,
VIR,2000,,,,,Latin America & Caribbean,High income,Virgin Islands (U.S.),,,,
VNM,2000,5.0,,90.1561279296875,7.978930115699795,East Asia & Pacific,Lower middle income,Vietnam,,2773.1016,79206.93251,
VUT,2000,,7.0036301612854,74.0,25.25,East Asia & Pacific,Lower middle income,Vanuatu,,,,
WSM,2000,8.0,3.58293008804321,97.9443283081055,28.994083404541033,East Asia & Pacific,Lower middle income,Samoa,,,,
XKX,2000,,,,,Europe & Central Asia,Upper middle income,Kosovo,,,,
YEM,2000,9.0,9.64552021026611,37.0900001525879,,Middle East & North Africa,Low income,"Yemen, Rep.",,4212.1055,18458.80102,406.27948728023034
ZAF,2000,9.0,5.44358015060425,82.402099609375,21.609903891881306,Sub-Saharan Africa,Upper middle income,South Africa,359.7771,7582.7781,44881.82519,412.7746035159661
ZMB,2000,7.0,1.78819000720978,68.0017929077148,11.011550247669236,Sub-Saharan Africa,Lower middle income,Zambia,303.782025,1428.5024,10475.39042,25.54433716955188
ZWE,2000,7.0,44.3339805603027,83.512580871582,24.275520324707,Sub-Saharan Africa,Lower middle income,Zimbabwe,,2211.1962,12104.29837,935.7626477639762
ABW,2001,,4.73986005783081,97.2912521362305,54.2368342081706,Latin America & Caribbean,High income,Aruba,,,,
AFG,2001,6.0,1.72997999191284,18.1576805114746,4.31551003456116,South Asia,Low income,Afghanistan,,489.682,22507.0,21.970745897293067
AGO,2001,4.0,2.60753011703491,67.4054183959961,,Sub-Saharan Africa,Lower middle income,Angola,,2162.485,12030.03821,52.50617036251732
ALB,2001,8.0,3.45869994163513,98.7129821777344,58.186526139577246,Europe & Central Asia,Upper middle income,Albania,390.8694366666667,5285.8091,3133.644101,182.8202762566444
AND,2001,10.0,3.71327996253967,,,Europe & Central Asia,High income,Andorra,,,,
ARE,2001,6.0,,71.2352981567383,22.6686305999756,Middle East & North Africa,High income,United Arab Emirates,,51263.3766,3298.777627,
ARG,2001,10.0,4.833740234375,97.1933135986328,45.948209444681794,Latin America & Caribbean,Upper middle income,Argentina,419.52747,13651.981,37739.67208,659.9012983862305
ARM,2001,10.0,2.46943998336792,99.4001617431641,94.4881362915039,Europe & Central Asia,Upper middle income,Armenia,,5457.5101,2965.477948,134.76993650574255
ASM,2001,,,97.3441619873047,81.3000030517578,East Asia & Pacific,Upper middle income,American Samoa,,,,
ATG,2001,11.0,2.75396990776062,98.9499969482422,,Latin America & Caribbean,High income,Antigua and Barbuda,,,,
AUS,2001,10.0,4.89146995544434,,69.8000030517578,East Asia & Pacific,High income,Australia,540.4638666666666,37275.9912,19144.38066,1790.4269489527717
AUT,2001,9.0,5.57547998428345,,,Europe & Central Asia,High income,Austria,525.26823,35272.224,8089.536895,1966.5957891316234
AZE,2001,9.0,3.50342011451721,98.7918014526367,94.91125106811525,Europe & Central Asia,Upper middle income,Azerbaijan,,4498.7944,8193.793993,157.61166792037383
BDI,2001,,2.90390992164612,59.3036193847656,1.859750002622605,Sub-Saharan Africa,Low income,Burundi,,730.4278,6466.0,21.21096535466148
BEL,2001,12.0,3.04947996139526,,64.18024826049805,Europe & Central Asia,High income,Belgium,520.1101600000001,33923.342,10288.56285,909.3640576805509
BEN,2001,6.0,2.36509990692139,27.2451705932617,5.43198484182358,Sub-Saharan Africa,Lower middle income,Benin,,1928.0966,6901.575,45.60141089195449
BFA,2001,10.0,1.44026005268097,12.8481702804565,,Sub-Saharan Africa,Low income,Burkina Faso,,1283.3822,11827.97131,18.086424236294395
BGD,2001,5.0,2.17193007469177,47.4855003356934,36.97811889648435,South Asia,Lower middle income,Bangladesh,,1551.1965,137428.188,33.69090330106612
BGR,2001,9.0,3.38423991203308,98.2035598754883,92.42628860473636,Europe & Central Asia,Upper middle income,Bulgaria,550.49768,8832.2906,8170.586321,298.90590363194605
BHR,2001,,,86.5487365722656,53.29054832458497,Middle East & North Africa,High income,Bahrain,,18152.9627,703.9377079,
BHS,2001,12.0,2.23284006118774,,94.30047607421875,Latin America & Caribbean,High income,"Bahamas, The",,,,
BIH,2001,8.0,,96.6631011962891,,Europe & Central Asia,Upper middle income,Bosnia and Herzegovina,,7129.3868,3918.643399,
BLR,2001,9.0,6.19661998748779,99.5907287597656,42.96910953521731,Europe & Central Asia,Upper middle income,Belarus,,9462.3739,10000.04081,564.572776752915
BLZ,2001,8.0,5.79692983627319,76.9029769897461,21.7915992736816,Latin America & Caribbean,Lower middle income,Belize,326.82858,,,
BMU,2001,13.0,2.15227007865906,,91.5443572998047,North America,High income,Bermuda,,,,
BOL,2001,8.0,,86.7236709594727,39.095657030741364,Latin America & Caribbean,Lower middle income,Bolivia,,4166.4917,8367.448,
BRA,2001,8.0,3.84468007087708,86.3678817749023,11.173473358154304,Latin America & Caribbean,Upper middle income,Brazil,391.77788333333336,9953.3095,178873.1027,382.6729067392151
BRB,2001,11.0,6.05536985397339,99.5999984741211,82.2382621765137,Latin America & Caribbean,High income,Barbados,,12112.1811,275.0,733.4373629880625
BRN,2001,,3.70590996742249,92.6711273193359,39.5932388305664,East Asia & Pacific,High income,Brunei Darussalam,,,,
BTN,2001,,5.91572999954224,,,South Asia,Lower middle income,Bhutan,,,,
BWA,2001,,6.84061002731323,68.5809097290039,4.14686489105225,Sub-Saharan Africa,Upper middle income,Botswana,389.93667500000004,8082.8238,1698.062707,392.2152687090395
CAF,2001,10.0,1.61265003681183,50.6451683044434,9.44592952728271,Sub-Saharan Africa,Low income,Central African Republic,,952.5118,4054.0,15.545078749146235
CAN,2001,10.0,4.95303010940552,,40.2759704589844,North America,High income,Canada,544.14587,37307.2059,31148.76493,1847.8371412049125
CHE,2001,11.0,4.81137990951538,,19.4386806488037,Europe & Central Asia,High income,Switzerland,518.8133,44398.6388,7360.236466,2136.1871873215005
CHI,2001,,,,,Europe & Central Asia,High income,Channel Islands,,,,
CHL,2001,8.0,3.77583003044128,94.2911376953125,20.593539237976056,Latin America & Caribbean,High income,Chile,422.82444000000004,15448.0088,15461.11845,574.3650406790028
CHN,2001,9.0,1.88803994655609,90.9202117919922,52.2603607177734,East Asia & Pacific,Upper middle income,China,,4995.1447,1267177.945,84.33376565132147
CIV,2001,10.0,3.66867995262146,48.7407608032227,49.6106414794922,Sub-Saharan Africa,Lower middle income,Côte d'Ivoire,,2342.8275,18009.92466,85.95084281700252
CMR,2001,6.0,2.42418003082275,68.4091567993164,4.72077989578247,Sub-Saharan Africa,Lower middle income,Cameroon,,2028.5474,16353.62659,49.17564098657409
COD,2001,6.0,0.814840018749237,67.1729888916016,8.70283973217011,Sub-Saharan Africa,Low income,"Congo, Dem. Rep.",,403.6019,54452.89781,7.284669767618178
COG,2001,10.0,4.06827020645142,59.6191215515137,23.94841957092285,Sub-Saharan Africa,Lower middle income,"Congo, Rep.",,4256.6554,3112.607557,164.47114509178317
COL,2001,10.0,3.70867991447449,91.207160949707,37.264773368835435,Latin America & Caribbean,Upper middle income,Colombia,422.4281,8528.0335,39417.05489,316.27746551415584
COM,2001,6.0,2.20135998725891,68.4892272949219,,Sub-Saharan Africa,Lower middle income,Comoros,,1217.4992,559.0,25.972615929435
CPV,2001,6.0,6.80168008804321,76.1104431152344,,Sub-Saharan Africa,Lower middle income,Cabo Verde,,3799.0326,438.0,227.6440637290205
CRI,2001,11.0,4.83202981948853,94.8681869506836,19.147610505421934,Latin America & Caribbean,Upper middle income,Costa Rica,,9451.6153,3961.315407,456.70486971934025
CUB,2001,9.0,8.3580904006958,97.8466491699219,,Latin America & Caribbean,Upper middle income,Cuba,,4231.3238,11179.0,353.6578683501568
CUW,2001,9.0,,,,Latin America & Caribbean,High income,Curaçao,,,,
CYM,2001,12.0,,,54.6899490356445,Latin America & Caribbean,High income,Cayman Islands,,,,
CYP,2001,9.0,5.11552000045776,96.8036270141602,66.56656646728516,Europe & Central Asia,High income,Cyprus,493.97577,23095.736,824.2765156,1181.4669943329232
CZE,2001,,3.73283004760742,,67.9149780273438,Europe & Central Asia,High income,Czech Republic,536.88263,17868.5676,10193.03336,667.003260449844
DEU,2001,13.0,4.46187019348145,,,Europe & Central Asia,High income,Germany,539.09009,34260.2876,82295.35667,1388.9616476982512
DJI,2001,10.0,7.80542993545532,,,Middle East & North Africa,Lower middle income,Djibouti,,1845.6991,693.0,144.06475006982942
DMA,2001,12.0,4.02858018875122,,40.35130675633747,Latin America & Caribbean,Upper middle income,Dominica,,5799.8162,71.0,224.95687654195302
DNK,2001,9.0,8.21545028686523,,19.7295207977295,Europe & Central Asia,High income,Denmark,510.9008066666667,39425.8652,5358.798636,3239.0123556724993
DOM,2001,9.0,1.96782994270325,73.064567565918,11.399999737739549,Latin America & Caribbean,Upper middle income,Dominican Republic,,6917.0304,8426.786984,136.11539535708638
DZA,2001,10.0,6.59742021560669,49.6308784484863,1.78961331645648,Middle East & North Africa,Lower middle income,Algeria,,7218.2458,30952.15957,331.45439163208016
ECU,2001,10.0,1.15093004703522,90.9840316772461,43.065445582071966,Latin America & Caribbean,Upper middle income,Ecuador,,7131.194,12629.117,79.50904440920729
EGY,2001,9.0,4.67156982421875,55.5870018005371,47.7125091552734,Middle East & North Africa,Lower middle income,"Egypt, Arab Rep.",,6914.9368,68715.40829,247.27088572357178
ERI,2001,,4.04716014862061,,,Sub-Saharan Africa,Low income,Eritrea,,,,
ESP,2001,10.0,4.1112699508667,96.4949722290039,21.302554607391343,Europe & Central Asia,High income,Spain,500.6545233333333,28153.5536,41358.52548,1157.46858925795
EST,2001,9.0,5.22460985183716,99.7671966552734,72.26285998026529,Europe & Central Asia,High income,Estonia,,17696.6101,1356.540288,924.57883472581
ETH,2001,8.0,3.7002899646759,27.0113506317139,,Sub-Saharan Africa,Low income,Ethiopia,,783.8964,66889.10941,29.00643982265565
FIN,2001,9.0,5.84025001525879,,32.99508571624755,Europe & Central Asia,High income,Finland,550.3321566666667,33481.6787,5188.00852,1955.4137453856488
FJI,2001,,5.6431097984314,,42.324710528055796,East Asia & Pacific,Upper middle income,Fiji,,,,
FRA,2001,10.0,5.68792009353638,,48.3541107177734,Europe & Central Asia,High income,France,525.17017,33920.0974,61259.10395,1781.6316247243929
FRO,2001,,,,,Europe & Central Asia,High income,Faroe Islands,,,,
FSM,2001,,6.70687007904053,,,East Asia & Pacific,Lower middle income,"Micronesia, Fed. Sts.",,,,
GAB,2001,10.0,3.82709002494812,72.2336730957031,,Sub-Saharan Africa,Upper middle income,Gabon,,11104.553,1207.441655,407.118171192661
GBR,2001,11.0,4.11829996109009,,7.9289698600769,Europe & Central Asia,High income,United Kingdom,538.8905633333334,32660.4414,59373.42948,1345.0549454680515
GEO,2001,6.0,2.13750004768372,,,Europe & Central Asia,Upper middle income,Georgia,,5125.1274,4788.878219,109.5496006188514
GHA,2001,9.0,5.35444021224976,57.8974685668945,16.5,Sub-Saharan Africa,Lower middle income,Ghana,,2143.1062,19198.5044,114.75134016401779
GIB,2001,10.0,,,,Europe & Central Asia,High income,Gibraltar,,,,
GIN,2001,6.0,2.08190989494324,20.5537490844727,9.95954990386963,Sub-Saharan Africa,Low income,Guinea,,1090.652,7821.148,22.706391907396345
GMB,2001,9.0,1.15810000896454,36.8177299499512,4.0512900352478,Sub-Saharan Africa,Low income,"Gambia, The",,1495.0918,1393.0,17.3146582698281
GNB,2001,9.0,5.24617004394531,41.3577690124512,,Sub-Saharan Africa,Low income,Guinea-Bissau,,1233.072,1233.497,65.89622384223934
GNQ,2001,5.0,2.18797993659973,88.3082962036133,,Sub-Saharan Africa,Upper middle income,Equatorial Guinea,,21167.7414,506.0,212.50156065318234
GRC,2001,9.0,3.36457991600037,95.9943618774414,42.56666660308838,Europe & Central Asia,High income,Greece,524.16675,21913.7977,10790.55895,737.307236247151
GRD,2001,9.0,,98.5999984741211,10.003589630127,Latin America & Caribbean,Upper middle income,Grenada,,,,
GRL,2001,,,,,Europe & Central Asia,High income,Greenland,,,,
GTM,2001,16.0,1.56369996070862,64.2116394042969,9.666667064030984,Latin America & Caribbean,Upper middle income,Guatemala,,5882.7197,11963.94688,86.18965162819657
GUM,2001,0.0,,99.3691482543945,86.1523666381836,East Asia & Pacific,High income,Guam,,,,
GUY,2001,6.0,8.39729976654053,,19.1052494049072,Latin America & Caribbean,Upper middle income,Guyana,,,,
HKG,2001,9.0,3.90370011329651,,61.7018890380859,East Asia & Pacific,High income,"Hong Kong SAR, China",527.87115,32734.2005,6607.96894,1277.8450220052066
HND,2001,9.0,2.61744999885559,80.0110321044922,6.616409977277123,Latin America & Caribbean,Lower middle income,Honduras,,3365.233,6535.344,82.81157145314286
HRV,2001,8.0,,98.1466827392578,61.27279376983643,Europe & Central Asia,High income,Croatia,,13817.6808,4058.285417,
HTI,2001,6.0,1.07398998737335,34.734691619873,10.0275402069092,Latin America & Caribbean,Lower middle income,Haiti,,1501.1025,8430.0,17.49227683446738
HUN,2001,13.0,4.9310097694397,98.8582916259766,66.1400407155355,Europe & Central Asia,High income,Hungary,543.22644,13933.5613,10185.50342,687.0652689338692
IDN,2001,,2.46003007888794,81.5198516845703,10.709510087966894,East Asia & Pacific,Lower middle income,Indonesia,398.54582666666664,5526.1473,214475.075,135.94488578365375
IMN,2001,,,,,Europe & Central Asia,High income,Isle of Man,,,,
IND,2001,,4.32479000091553,61.0145606994629,16.2313499450684,South Asia,Lower middle income,India,,2837.8555,1024322.054,119.06516642065533
IRL,2001,10.0,4.09014987945557,,61.4764289855957,Europe & Central Asia,High income,Ireland,526.5858133333332,40966.333,3859.890218,1675.5844198168675
IRN,2001,5.0,4.07168006896973,73.0602493286133,,Middle East & North Africa,Lower middle income,"Iran, Islamic Rep.",413.83282,9620.6267,66805.73438,391.7211398538803
IRQ,2001,6.0,3.55150008201599,74.0522003173828,,Middle East & North Africa,Upper middle income,Iraq,,4147.6485,25202.66849,145.54047336101527
ISL,2001,10.0,6.70592021942139,,,Europe & Central Asia,High income,Iceland,512.41687,33794.4515,284.8489025,2266.2289561810553
ISR,2001,11.0,6.36227989196777,91.7514114379883,29.1499991416931,Middle East & North Africa,High income,Israel,508.93921,25427.3194,6260.48891,1617.7572292526197
ITA,2001,8.0,4.65009021759033,98.416618347168,55.27909851074219,Europe & Central Asia,High income,Italy,540.72882,33511.4333,56997.85225,1558.3118816576084
JAM,2001,6.0,5.38103008270264,79.9201202392578,32.589038848877,Latin America & Caribbean,Upper middle income,Jamaica,,6615.193,2694.385379,355.9655253588393
JOR,2001,10.0,4.94416999816895,66.7968063354492,,Middle East & North Africa,Upper middle income,Jordan,,7982.7407,4772.786532,362.92648723288187
JPN,2001,9.0,3.43330001831055,,62.17437044779461,East Asia & Pacific,High income,Japan,552.1317333333333,33246.3921,127234.3736,1112.200906593114
KAZ,2001,9.0,3.25661993026733,99.5126571655273,86.42745590209965,Europe & Central Asia,Upper middle income,Kazakhstan,,10589.1028,15383.36827,303.1724108291932
KEN,2001,8.0,5.20621013641357,82.2290802001953,9.19999980926514,Sub-Saharan Africa,Lower middle income,Kenya,431.55427499999996,1972.3811,31919.01741,102.68630475690547
KGZ,2001,9.0,3.85418009757996,98.7016067504883,66.87814394632976,Europe & Central Asia,Lower middle income,Kyrgyz Republic,,3357.993,4864.977567,129.42309788412823
KHM,2001,,1.72221994400024,67.3350296020508,,East Asia & Pacific,Lower middle income,Cambodia,,1726.4713,12508.8925,29.733633056040212
KIR,2001,,11.9881200790405,,10.5359601974487,East Asia & Pacific,Lower middle income,Kiribati,,,,
KNA,2001,12.0,4.42154979705811,,31.6161594390869,Latin America & Caribbean,High income,St. Kitts and Nevis,,,,
KOR,2001,6.0,3.3692901134491,,64.25169245402017,East Asia & Pacific,High income,"Korea, Rep.",550.4795933333334,23804.4377,47370.0,725.7684261402617
KWT,2001,9.0,6.5858302116394,78.3955001831055,31.4781551361084,Middle East & North Africa,High income,Kuwait,396.47144,37225.8694,2150.125793,2451.632553490627
LAO,2001,5.0,1.9902800321579,68.7343902587891,,East Asia & Pacific,Lower middle income,Lao PDR,,2365.1033,5499.0,47.07217871980756
LBN,2001,6.0,2.84148001670837,,14.699999968210856,Middle East & North Africa,Upper middle income,Lebanon,,7836.8266,4484.536127,222.681861783086
LBR,2001,,,32.1067695617676,9.699580192565914,Sub-Saharan Africa,Low income,Liberia,,1097.2496,2917.0,
LBY,2001,9.0,2.26416993141174,76.5,20.6499996185303,Middle East & North Africa,Upper middle income,Libya,,10354.4826,5236.925822,205.22588636952398
LCA,2001,10.0,5.70733022689819,,13.99450016021729,Latin America & Caribbean,Upper middle income,St. Lucia,,7014.2881,154.0,400.32858493302274
LIE,2001,9.0,,,96.6719207763672,Europe & Central Asia,High income,Liechtenstein,504.60212333333334,,,
LKA,2001,9.0,3.05141997337341,90.682746887207,58.135958989461265,South Asia,Lower middle income,Sri Lanka,,5620.9658,18951.28436,166.00399018965464
LSO,2001,,9.36505031585693,86.2544326782227,6.237536706030355,Sub-Saharan Africa,Lower middle income,Lesotho,316.33536000000004,1997.3576,1922.0,187.0535442275924
LTU,2001,10.0,5.84758996963501,99.645751953125,41.10626888275145,Europe & Central Asia,High income,Lithuania,543.38647,11606.7289,3467.999801,678.7139149591279
LUX,2001,11.0,3.55579996109009,,43.1745758056641,Europe & Central Asia,High income,Luxembourg,460.4596166666667,50527.6639,442.815407,1796.6626532959315
LVA,2001,11.0,5.45413017272949,99.7465667724609,70.2501163482666,Europe & Central Asia,High income,Latvia,544.60693,12103.8282,2337.555703,660.1585459115407
